Timestamp	Filename	Error	Message
2025-12-18 18:28:41.282 +0530	SetBaseTableKeyName	0	script steps imported : 4
2025-12-18 18:28:41.286 +0530	FlexiReports.fmp12	0	Import completed
2025-12-18 18:32:18.552 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-18 18:32:18.563 +0530	SycnTableFields	0	script steps imported : 4
2025-12-18 18:32:18.567 +0530	FlexiReports.fmp12	0	Import completed
2025-12-18 18:33:31.460 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-18 18:33:31.469 +0530	Validation	0	script steps imported : 4
2025-12-18 18:33:31.473 +0530	FlexiReports.fmp12	0	Import completed
2025-12-18 18:33:53.115 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-18 18:33:53.119 +0530	Validation	0	script steps imported : 4
2025-12-18 18:33:53.121 +0530	FlexiReports.fmp12	0	Import completed
2025-12-18 18:34:14.181 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-18 18:34:14.189 +0530	Validation	0	script steps imported : 4
2025-12-18 18:34:14.192 +0530	FlexiReports.fmp12	0	Import completed
2025-12-19 13:44:15.065 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-19 13:44:15.085 +0530	RefreshTables	0	script steps imported : 108
2025-12-19 13:44:15.087 +0530	FlexiReports.fmp12	0	Import completed
2025-12-19 14:10:32.033 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-19 14:10:32.065 +0530	JSON-Creation	0	script steps imported : 103
2025-12-19 14:10:32.068 +0530	FlexiReports.fmp12	0	Import completed
2025-12-19 14:21:10.101 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-19 14:21:10.128 +0530	SetTableAndFieldsJSON	0	script steps imported : 5
2025-12-19 14:21:10.130 +0530	FlexiReports.fmp12	0	Import completed
2025-12-19 14:22:30.697 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-19 14:22:30.706 +0530	RefreshTables	0	script steps imported : 1
2025-12-19 14:22:30.709 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 13:42:53.501 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 13:42:53.509 +0530	GetRecords	0	script steps imported : 42
2025-12-29 13:42:53.511 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 13:46:40.647 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 13:46:40.652 +0530	GenerateReportList	0	script steps imported : 1
2025-12-29 13:46:40.654 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 13:54:07.641 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 13:54:07.647 +0530	GetRecords	0	script steps imported : 1
2025-12-29 13:54:07.650 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 14:15:43.361 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:15:43.381 +0530	GenerateReportList	0	script steps imported : 51
2025-12-29 14:15:43.385 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 14:16:23.801 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:16:23.810 +0530	GetRecords::192::Perform Script	104	Script “GenerateQueryList” missing.
2025-12-29 14:16:23.818 +0530	GetRecords	0	script steps imported : 55
2025-12-29 14:16:23.819 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 14:18:00.434 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:18:00.444 +0530	GenerateReportList	0	script steps imported : 1
2025-12-29 14:18:00.446 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 14:18:51.217 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:18:51.227 +0530	GenerateReportList	0	script steps imported : 2
2025-12-29 14:18:51.230 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 14:19:30.406 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:19:30.417 +0530	GenerateReportList	0	script steps imported : 1
2025-12-29 14:19:30.419 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 14:19:38.328 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:19:38.338 +0530	GenerateReportList	0	script steps imported : 1
2025-12-29 14:19:38.341 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 14:24:53.710 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:24:53.720 +0530	GetRecords	0	script steps imported : 1
2025-12-29 14:24:53.722 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 14:27:29.761 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:27:29.772 +0530	GetRecords	0	script steps imported : 6
2025-12-29 14:27:29.774 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 14:52:10.339 +0530	OrderSysPOC.fmp12	0	Import of script steps from clipboard started
2025-12-29 14:52:10.348 +0530	GetRecords	0	script steps imported : 1
2025-12-29 14:52:10.351 +0530	OrderSysPOC.fmp12	0	Import completed
2025-12-29 17:18:38.048 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 17:18:38.059 +0530	SetWebViewer	0	script steps imported : 5
2025-12-29 17:18:38.061 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 18:19:11.328 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 18:19:11.334 +0530	OpenTemplateWebViewer	0	script steps imported : 20
2025-12-29 18:19:11.336 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 18:41:47.577 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 18:41:47.584 +0530	OpenTemplateWebViewer	0	script steps imported : 2
2025-12-29 18:41:47.587 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 18:45:51.180 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 18:45:51.190 +0530	OpenTemplateWebViewer	0	script steps imported : 1
2025-12-29 18:45:51.192 +0530	FlexiReports.fmp12	0	Import completed
2025-12-29 18:51:29.065 +0530	FlexiReports.fmp12	0	Import of script steps from clipboard started
2025-12-29 18:51:29.074 +0530	OpenTemplateWebViewer	0	script steps imported : 1
